position	DL	2	2	11681	6979	0.653878942881	-0.841990925188506	-0.992443440012397	25	14	0.000013697457409468367
operator	DL	1	1	3582	2320	0.552141527001	-0.762338310362533	-0.997824442529568	25	14	0.000011166945840312675
carrier	DL	2	2	4849	1908	0.583633093525	-1.01466023112631	-0.994029611316145	25	14	0.00003299649412249949
size	DL	1	1	737	502	0.521739130434	NULL	NULL	25	14	0.00005427408412483039
photo ID	DL	1	1	311	71	0.827586206896	NULL	NULL	25	14	0.00012861736334405144
large operator	DL	1	1	81	63	0.410714285714	NULL	NULL	25	14	0.0004938271604938272
global carrier	DL	1	1	40	36	0.433333333333	NULL	NULL	25	14	0.001
valid photo ID	DL	1	1	79	30	0.625000000000	NULL	NULL	25	14	0.0005063291139240507
digital video format	Dl	3	1	50	27	0.444444444444	NULL	NULL	25	14	0.0072
popular size	DL	1	1	12	12	0.454545454545	NULL	NULL	25	14	0.003333333333333333
custom EXE format	DL	7	7	35	5	1.000000000000	NULL	NULL	25	14	0.05600000000000001
mainline carrier	DL	2	1	6	5	0.600000000000	NULL	NULL	25	14	0.026666666666666665
numbers	DL	1	1	4	4	0.200000000000	NULL	NULL	25	14	0.01
troubled carrier	DL	1	1	1	1	1.000000000000	NULL	NULL	25	14	0.04
prestigious company	DL Aerotechnologie	1	1	306	241	0.268965517241	NULL	NULL	1	1	0.0032679738562091504
video format	DL andA VI	1	1	1811	253	0.742857142857	NULL	NULL	1	1	0.0005521811154058532
classical topic	DL Applications	1	1	80	53	0.461538461538	NULL	NULL	1	1	0.0125
classical topic	DL Architectures	1	1	80	53	0.461538461538	NULL	NULL	1	1	0.0125
player	DL Aubrayo Franklin	2	2	50009	28969	0.769252077562	-0.80937354468466	-0.989495551840647	2	1	0.000039992801295766765
gel mechanic's hand cleaner	DL Blue Label	2	2	2	1	NULL	NULL	NULL	2	1	1
project	DL Brochures	1	1	51739	38387	0.631297709923	-0.716913383950669	-0.999422658457143	1	1	0.000019327779817932315
broadcast message	DL Channel Descriptor	1	1	13	12	0.200000000000	NULL	NULL	1	1	0.07692307692307693
person	DL Drift	1	1	17971	11957	0.688179669030	-0.793992023798539	-0.99898696502396	1	1	0.00005564520616548884
driver object	DL driver object in lookout client version	1	1	1	1	NULL	NULL	NULL	1	1	1
overprinted envelope	DL envelopes measuring 110mm by 220mm	1	1	1	1	NULL	NULL	NULL	1	1	1
suprathreshold measure	DL f	1	1	3	3	1.000000000000	NULL	NULL	1	1	0.3333333333333333
protector	DL Guard	1	1	53	41	0.218750000000	NULL	NULL	1	1	0.018867924528301886
big name comic	DL Henry	1	1	7	7	NULL	NULL	NULL	1	1	0.14285714285714285
star	DL Hughley	1	1	22868	10461	0.893266940896	-0.928327925460135	-0.990940352193057	7	6	0.000006247032659486744
act	DL Hughley	1	1	13069	7462	0.753921038399	-0.784590467224612	-0.984768604169875	7	6	0.00001093099264344195
comedian	DL Hughley	2	2	1697	759	0.910256410256	NULL	NULL	7	6	0.0003367286808653927
comic	DL Hughley	1	1	794	553	0.732203389830	NULL	NULL	7	6	0.0001799208348326736
great comedian	DL Hughley	1	1	53	47	0.724137931034	NULL	NULL	7	6	0.002695417789757412
black comedian	DL Hughley	1	1	26	19	0.888888888888	NULL	NULL	7	6	0.005494505494505495
comedy legend	DL Hugley	1	1	22	20	0.666666666666	NULL	NULL	1	1	0.045454545454545456
artist	DL Incognito	1	1	88455	33083	0.883898709985	-1.00796455746463	-0.992595568102726	3	3	0.0000037683944755336987
act	DL Incognito	1	1	13069	7462	0.753921038399	-0.784590467224612	-0.984768604169875	3	3	0.00002550564950136455
rapper	DL Incognito	1	1	1843	580	0.839080459770	NULL	NULL	3	3	0.00018086453246518358
defensive player	DL John Hirschhorn	1	1	80	70	0.892857142857	NULL	NULL	1	1	0.0125
program	dl law program	1	1	92709	51339	0.738216045297	-0.891619209955955	-0.998819408646804	1	1	0.000010786439288526465
list	DL libraries prisons public hospital	1	1	1071	875	0.380681818181	NULL	NULL	1	1	0.0009337068160597573
name	DL limit	1	1	65321	44697	0.727063729683	-0.687565711135641	-0.995236043439159	1	1	0.00001530901241560907
accounting consultant firm	DL Long CPA	1	1	1	1	NULL	NULL	NULL	1	1	1
option	DL marketing card	1	1	58395	39183	0.589030486516	-0.77079202062087	-0.996479246094228	1	1	0.00001712475383166367
company	DL Martin Co.	1	1	179680	60371	0.842936304593	-1.03357952017315	-0.998973440336579	1	1	0.000005565449688334818
key player	DL Masengo Kabongo	1	1	1866	1450	0.640000000000	-0.606527161074431	-0.993707380414036	1	1	0.0005359056806002144
